seed,donor,outer_fold
6265,COMP_0021,1
6265,COMP_0026,1
6265,COMP_0031,1
6265,COMP_0037,1
6265,COMP_0042,1
6265,COMP_0047,1
6265,COMP_0052,1
6265,COMP_0056,1
6265,COMP_0062,1
6265,COMP_0067,1
6265,COMP_0071,1
6265,COMP_0076,1
6265,COMP_0003,2
6265,COMP_0007,2
6265,COMP_0014,2
6265,COMP_0017,2
6265,COMP_0022,2
6265,COMP_0028,2
6265,COMP_0033,2
6265,COMP_0036,2
6265,COMP_0043,2
6265,COMP_0048,2
6265,COMP_0053,2
6265,COMP_0058,2
6265,COMP_0063,2
6265,COMP_0069,2
6265,COMP_0072,2
6265,COMP_0079,2
6265,COMP_0001,3
6265,COMP_0008,3
6265,COMP_0015,3
6265,COMP_0018,3
6265,COMP_0023,3
6265,COMP_0029,3
6265,COMP_0034,3
6265,COMP_0040,3
6265,COMP_0041,3
6265,COMP_0049,3
6265,COMP_0051,3
6265,COMP_0057,3
6265,COMP_0064,3
6265,COMP_0066,3
6265,COMP_0073,3
6265,COMP_0077,3
6265,COMP_0004,4
6265,COMP_0009,4
6265,COMP_0011,4
6265,COMP_0020,4
6265,COMP_0025,4
6265,COMP_0027,4
6265,COMP_0032,4
6265,COMP_0039,4
6265,COMP_0044,4
6265,COMP_0050,4
6265,COMP_0054,4
6265,COMP_0059,4
6265,COMP_0065,4
6265,COMP_0068,4
6265,COMP_0074,4
6265,COMP_0078,4
6265,COMP_0005,5
6265,COMP_0010,5
6265,COMP_0012,5
6265,COMP_0019,5
6265,COMP_0024,5
6265,COMP_0030,5
6265,COMP_0035,5
6265,COMP_0038,5
6265,COMP_0045,5
6265,COMP_0046,5
6265,COMP_0055,5
6265,COMP_0060,5
6265,COMP_0061,5
6265,COMP_0070,5
6265,COMP_0075,5
6265,COMP_0080,5
466,COMP_0002,1
466,COMP_0007,1
466,COMP_0011,1
466,COMP_0016,1
466,COMP_0022,1
466,COMP_0026,1
466,COMP_0031,1
466,COMP_0036,1
466,COMP_0041,1
466,COMP_0046,1
466,COMP_0051,1
466,COMP_0057,1
466,COMP_0062,1
466,COMP_0068,1
466,COMP_0071,1
466,COMP_0077,1
466,COMP_0003,2
466,COMP_0008,2
466,COMP_0012,2
466,COMP_0018,2
466,COMP_0021,2
466,COMP_0027,2
466,COMP_0032,2
466,COMP_0037,2
466,COMP_0042,2
466,COMP_0048,2
466,COMP_0052,2
466,COMP_0058,2
466,COMP_0063,2
466,COMP_0066,2
466,COMP_0073,2
466,COMP_0076,2
466,COMP_0001,3
466,COMP_0006,3
466,COMP_0014,3
466,COMP_0020,3
466,COMP_0023,3
466,COMP_0028,3
466,COMP_0034,3
466,COMP_0038,3
466,COMP_0043,3
466,COMP_0047,3
466,COMP_0053,3
466,COMP_0059,3
466,COMP_0061,3
466,COMP_0067,3
466,COMP_0074,3
466,COMP_0078,3
466,COMP_0004,4
466,COMP_0009,4
466,COMP_0013,4
466,COMP_0019,4
466,COMP_0024,4
466,COMP_0029,4
466,COMP_0033,4
466,COMP_0039,4
466,COMP_0044,4
466,COMP_0049,4
466,COMP_0054,4
466,COMP_0060,4
466,COMP_0064,4
466,COMP_0069,4
466,COMP_0075,4
466,COMP_0079,4
466,COMP_0005,5
466,COMP_0010,5
466,COMP_0015,5
466,COMP_0017,5
466,COMP_0025,5
466,COMP_0030,5
466,COMP_0035,5
466,COMP_0040,5
466,COMP_0045,5
466,COMP_0050,5
466,COMP_0055,5
466,COMP_0056,5
466,COMP_0065,5
466,COMP_0070,5
466,COMP_0072,5
466,COMP_0080,5
4426,COMP_0002,1
4426,COMP_0007,1
4426,COMP_0011,1
4426,COMP_0016,1
4426,COMP_0021,1
4426,COMP_0027,1
4426,COMP_0032,1
4426,COMP_0038,1
4426,COMP_0041,1
4426,COMP_0047,1
4426,COMP_0052,1
4426,COMP_0058,1
4426,COMP_0061,1
4426,COMP_0068,1
4426,COMP_0073,1
4426,COMP_0076,1
4426,COMP_0003,2
4426,COMP_0008,2
4426,COMP_0012,2
4426,COMP_0018,2
4426,COMP_0022,2
4426,COMP_0029,2
4426,COMP_0031,2
4426,COMP_0040,2
4426,COMP_0042,2
4426,COMP_0049,2
4426,COMP_0053,2
4426,COMP_0059,2
4426,COMP_0063,2
4426,COMP_0069,2
4426,COMP_0071,2
4426,COMP_0078,2
4426,COMP_0001,3
4426,COMP_0009,3
4426,COMP_0013,3
4426,COMP_0020,3
4426,COMP_0024,3
4426,COMP_0026,3
4426,COMP_0033,3
4426,COMP_0037,3
4426,COMP_0043,3
4426,COMP_0046,3
4426,COMP_0054,3
4426,COMP_0056,3
4426,COMP_0064,3
4426,COMP_0066,3
4426,COMP_0074,3
4426,COMP_0079,3
4426,COMP_0004,4
4426,COMP_0006,4
4426,COMP_0014,4
4426,COMP_0019,4
4426,COMP_0023,4
4426,COMP_0030,4
4426,COMP_0034,4
4426,COMP_0039,4
4426,COMP_0044,4
4426,COMP_0050,4
4426,COMP_0051,4
4426,COMP_0057,4
4426,COMP_0065,4
4426,COMP_0067,4
4426,COMP_0075,4
4426,COMP_0077,4
4426,COMP_0005,5
4426,COMP_0010,5
4426,COMP_0015,5
4426,COMP_0017,5
4426,COMP_0025,5
4426,COMP_0028,5
4426,COMP_0035,5
4426,COMP_0036,5
4426,COMP_0045,5
4426,COMP_0048,5
4426,COMP_0055,5
4426,COMP_0060,5
4426,COMP_0062,5
4426,COMP_0070,5
4426,COMP_0072,5
4426,COMP_0080,5
5578,COMP_0002,1
5578,COMP_0008,1
5578,COMP_0012,1
5578,COMP_0019,1
5578,COMP_0023,1
5578,COMP_0027,1
5578,COMP_0031,1
5578,COMP_0038,1
5578,COMP_0042,1
5578,COMP_0046,1
5578,COMP_0051,1
5578,COMP_0056,1
5578,COMP_0061,1
5578,COMP_0066,1
5578,COMP_0071,1
5578,COMP_0078,1
5578,COMP_0003,2
5578,COMP_0006,2
5578,COMP_0013,2
5578,COMP_0016,2
5578,COMP_0022,2
5578,COMP_0028,2
5578,COMP_0032,2
5578,COMP_0039,2
5578,COMP_0043,2
5578,COMP_0048,2
5578,COMP_0052,2
5578,COMP_0060,2
5578,COMP_0062,2
5578,COMP_0069,2
5578,COMP_0072,2
5578,COMP_0080,2
5578,COMP_0001,3
5578,COMP_0007,3
5578,COMP_0014,3
5578,COMP_0020,3
5578,COMP_0024,3
5578,COMP_0029,3
5578,COMP_0033,3
5578,COMP_0036,3
5578,COMP_0044,3
5578,COMP_0047,3
5578,COMP_0053,3
5578,COMP_0057,3
5578,COMP_0063,3
5578,COMP_0067,3
5578,COMP_0073,3
5578,COMP_0076,3
5578,COMP_0004,4
5578,COMP_0010,4
5578,COMP_0011,4
5578,COMP_0018,4
5578,COMP_0021,4
5578,COMP_0030,4
5578,COMP_0034,4
5578,COMP_0037,4
5578,COMP_0045,4
5578,COMP_0049,4
5578,COMP_0054,4
5578,COMP_0058,4
5578,COMP_0064,4
5578,COMP_0068,4
5578,COMP_0074,4
5578,COMP_0077,4
5578,COMP_0005,5
5578,COMP_0009,5
5578,COMP_0015,5
5578,COMP_0017,5
5578,COMP_0025,5
5578,COMP_0026,5
5578,COMP_0035,5
5578,COMP_0040,5
5578,COMP_0041,5
5578,COMP_0050,5
5578,COMP_0055,5
5578,COMP_0059,5
5578,COMP_0065,5
5578,COMP_0070,5
5578,COMP_0075,5
5578,COMP_0079,5
8322,COMP_0002,1
8322,COMP_0007,1
8322,COMP_0011,1
8322,COMP_0016,1
8322,COMP_0021,1
8322,COMP_0026,1
8322,COMP_0031,1
8322,COMP_0036,1
8322,COMP_0041,1
8322,COMP_0046,1
8322,COMP_0051,1
8322,COMP_0058,1
8322,COMP_0061,1
8322,COMP_0066,1
8322,COMP_0071,1
8322,COMP_0078,1
8322,COMP_0003,2
8322,COMP_0006,2
8322,COMP_0014,2
8322,COMP_0017,2
8322,COMP_0023,2
8322,COMP_0028,2
8322,COMP_0035,2
8322,COMP_0037,2
8322,COMP_0042,2
8322,COMP_0047,2
8322,COMP_0052,2
8322,COMP_0056,2
8322,COMP_0062,2
8322,COMP_0070,2
8322,COMP_0072,2
8322,COMP_0076,2
8322,COMP_0001,3
8322,COMP_0008,3
8322,COMP_0012,3
8322,COMP_0020,3
8322,COMP_0024,3
8322,COMP_0029,3
8322,COMP_0032,3
8322,COMP_0038,3
8322,COMP_0043,3
8322,COMP_0048,3
8322,COMP_0053,3
8322,COMP_0060,3
8322,COMP_0063,3
8322,COMP_0067,3
8322,COMP_0073,3
8322,COMP_0080,3
8322,COMP_0004,4
8322,COMP_0009,4
8322,COMP_0013,4
8322,COMP_0019,4
8322,COMP_0022,4
8322,COMP_0027,4
8322,COMP_0034,4
8322,COMP_0039,4
8322,COMP_0044,4
8322,COMP_0049,4
8322,COMP_0054,4
8322,COMP_0057,4
8322,COMP_0064,4
8322,COMP_0068,4
8322,COMP_0074,4
8322,COMP_0077,4
8322,COMP_0005,5
8322,COMP_0010,5
8322,COMP_0015,5
8322,COMP_0018,5
8322,COMP_0025,5
8322,COMP_0030,5
8322,COMP_0033,5
8322,COMP_0040,5
8322,COMP_0045,5
8322,COMP_0050,5
8322,COMP_0055,5
8322,COMP_0059,5
8322,COMP_0065,5
8322,COMP_0069,5
8322,COMP_0075,5
8322,COMP_0079,5
