seed,donor,outer_fold
5390,COMP_GNP_0029,3
5390,COMP_GNP_0032,3
5390,COMP_GNP_0039,3
5390,COMP_GNP_0004,4
5390,COMP_GNP_0009,4
5390,COMP_GNP_0013,4
5390,COMP_GNP_0020,4
5390,COMP_GNP_0024,4
5390,COMP_GNP_0030,4
5390,COMP_GNP_0033,4
5390,COMP_GNP_0037,4
5390,COMP_GNP_0005,5
5390,COMP_GNP_0010,5
5390,COMP_GNP_0015,5
5390,COMP_GNP_0019,5
5390,COMP_GNP_0025,5
5390,COMP_GNP_0028,5
5390,COMP_GNP_0035,5
5390,COMP_GNP_0040,5
5191,COMP_GNP_0001,1
5191,COMP_GNP_0007,1
5191,COMP_GNP_0012,1
5191,COMP_GNP_0018,1
5191,COMP_GNP_0022,1
5191,COMP_GNP_0026,1
5191,COMP_GNP_0031,1
5191,COMP_GNP_0036,1
5191,COMP_GNP_0002,2
5191,COMP_GNP_0008,2
5191,COMP_GNP_0013,2
5191,COMP_GNP_0019,2
5191,COMP_GNP_0021,2
5191,COMP_GNP_0027,2
5191,COMP_GNP_0032,2
5191,COMP_GNP_0037,2
5191,COMP_GNP_0003,3
5191,COMP_GNP_0009,3
5191,COMP_GNP_0014,3
5191,COMP_GNP_0016,3
5191,COMP_GNP_0023,3
5191,COMP_GNP_0029,3
5191,COMP_GNP_0033,3
5191,COMP_GNP_0039,3
5191,COMP_GNP_0005,4
5191,COMP_GNP_0006,4
5191,COMP_GNP_0011,4
5191,COMP_GNP_0020,4
5191,COMP_GNP_0025,4
5191,COMP_GNP_0028,4
5191,COMP_GNP_0034,4
5191,COMP_GNP_0038,4
5191,COMP_GNP_0004,5
5191,COMP_GNP_0010,5
5191,COMP_GNP_0015,5
5191,COMP_GNP_0017,5
5191,COMP_GNP_0024,5
5191,COMP_GNP_0030,5
5191,COMP_GNP_0035,5
5191,COMP_GNP_0040,5
5734,COMP_GNP_0001,1
5734,COMP_GNP_0007,1
5734,COMP_GNP_0011,1
5734,COMP_GNP_0016,1
5734,COMP_GNP_0021,1
5734,COMP_GNP_0026,1
5734,COMP_GNP_0032,1
5734,COMP_GNP_0038,1
5734,COMP_GNP_0002,2
5734,COMP_GNP_0009,2
5734,COMP_GNP_0013,2
5734,COMP_GNP_0017,2
5734,COMP_GNP_0025,2
5734,COMP_GNP_0030,2
5734,COMP_GNP_0035,2
5734,COMP_GNP_0037,2
5734,COMP_GNP_0003,3
5734,COMP_GNP_0006,3
5734,COMP_GNP_0014,3
5734,COMP_GNP_0018,3
5734,COMP_GNP_0022,3
5734,COMP_GNP_0027,3
5734,COMP_GNP_0033,3
5734,COMP_GNP_0039,3
5734,COMP_GNP_0004,4
5734,COMP_GNP_0008,4
5734,COMP_GNP_0012,4
5734,COMP_GNP_0019,4
5734,COMP_GNP_0023,4
5734,COMP_GNP_0028,4
5734,COMP_GNP_0031,4
5734,COMP_GNP_0036,4
5734,COMP_GNP_0005,5
5734,COMP_GNP_0010,5
5734,COMP_GNP_0015,5
5734,COMP_GNP_0020,5
5734,COMP_GNP_0024,5
5734,COMP_GNP_0029,5
5734,COMP_GNP_0034,5
5734,COMP_GNP_0040,5
6265,COMP_GNP_0001,1
6265,COMP_GNP_0006,1
6265,COMP_GNP_0014,1
6265,COMP_GNP_0016,1
6265,COMP_GNP_0024,1
6265,COMP_GNP_0026,1
6265,COMP_GNP_0034,1
6265,COMP_GNP_0037,1
6265,COMP_GNP_0002,2
6265,COMP_GNP_0007,2
6265,COMP_GNP_0013,2
6265,COMP_GNP_0017,2
6265,COMP_GNP_0021,2
6265,COMP_GNP_0027,2
6265,COMP_GNP_0033,2
6265,COMP_GNP_0036,2
6265,COMP_GNP_0003,3
6265,COMP_GNP_0008,3
6265,COMP_GNP_0015,3
6265,COMP_GNP_0018,3
6265,COMP_GNP_0022,3
6265,COMP_GNP_0029,3
6265,COMP_GNP_0031,3
6265,COMP_GNP_0040,3
6265,COMP_GNP_0004,4
6265,COMP_GNP_0009,4
6265,COMP_GNP_0011,4
6265,COMP_GNP_0019,4
6265,COMP_GNP_0023,4
6265,COMP_GNP_0028,4
6265,COMP_GNP_0032,4
6265,COMP_GNP_0039,4
6265,COMP_GNP_0005,5
6265,COMP_GNP_0010,5
6265,COMP_GNP_0012,5
6265,COMP_GNP_0020,5
6265,COMP_GNP_0025,5
6265,COMP_GNP_0030,5
6265,COMP_GNP_0035,5
6265,COMP_GNP_0038,5
466,COMP_GNP_0001,1
466,COMP_GNP_0007,1
466,COMP_GNP_0011,1
466,COMP_GNP_0016,1
466,COMP_GNP_0021,1
466,COMP_GNP_0027,1
466,COMP_GNP_0031,1
466,COMP_GNP_0036,1
466,COMP_GNP_0002,2
466,COMP_GNP_0008,2
466,COMP_GNP_0012,2
466,COMP_GNP_0017,2
466,COMP_GNP_0022,2
466,COMP_GNP_0029,2
466,COMP_GNP_0032,2
466,COMP_GNP_0037,2
466,COMP_GNP_0004,3
466,COMP_GNP_0010,3
466,COMP_GNP_0014,3
466,COMP_GNP_0018,3
466,COMP_GNP_0023,3
466,COMP_GNP_0028,3
466,COMP_GNP_0034,3
466,COMP_GNP_0038,3
466,COMP_GNP_0003,4
466,COMP_GNP_0009,4
466,COMP_GNP_0013,4
466,COMP_GNP_0019,4
466,COMP_GNP_0024,4
466,COMP_GNP_0026,4
466,COMP_GNP_0035,4
466,COMP_GNP_0040,4
466,COMP_GNP_0005,5
466,COMP_GNP_0006,5
466,COMP_GNP_0015,5
466,COMP_GNP_0020,5
466,COMP_GNP_0025,5
466,COMP_GNP_0030,5
466,COMP_GNP_0033,5
466,COMP_GNP_0039,5
4426,COMP_GNP_0001,1
4426,COMP_GNP_0008,1
4426,COMP_GNP_0014,1
4426,COMP_GNP_0017,1
4426,COMP_GNP_0021,1
4426,COMP_GNP_0026,1
4426,COMP_GNP_0031,1
4426,COMP_GNP_0036,1
4426,COMP_GNP_0002,2
4426,COMP_GNP_0009,2
4426,COMP_GNP_0013,2
4426,COMP_GNP_0018,2
4426,COMP_GNP_0023,2
4426,COMP_GNP_0030,2
4426,COMP_GNP_0033,2
4426,COMP_GNP_0037,2
4426,COMP_GNP_0003,3
4426,COMP_GNP_0006,3
4426,COMP_GNP_0012,3
4426,COMP_GNP_0019,3
4426,COMP_GNP_0022,3
4426,COMP_GNP_0027,3
4426,COMP_GNP_0032,3
4426,COMP_GNP_0040,3
4426,COMP_GNP_0004,4
4426,COMP_GNP_0007,4
4426,COMP_GNP_0011,4
4426,COMP_GNP_0020,4
4426,COMP_GNP_0024,4
4426,COMP_GNP_0028,4
4426,COMP_GNP_0034,4
4426,COMP_GNP_0039,4
4426,COMP_GNP_0005,5
4426,COMP_GNP_0010,5
4426,COMP_GNP_0015,5
4426,COMP_GNP_0016,5
4426,COMP_GNP_0025,5
4426,COMP_GNP_0029,5
4426,COMP_GNP_0035,5
4426,COMP_GNP_0038,5
5578,COMP_GNP_0001,1
5578,COMP_GNP_0007,1
5578,COMP_GNP_0011,1
5578,COMP_GNP_0016,1
5578,COMP_GNP_0022,1
5578,COMP_GNP_0027,1
5578,COMP_GNP_0031,1
5578,COMP_GNP_0037,1
5578,COMP_GNP_0002,2
5578,COMP_GNP_0006,2
5578,COMP_GNP_0012,2
5578,COMP_GNP_0017,2
5578,COMP_GNP_0023,2
5578,COMP_GNP_0028,2
5578,COMP_GNP_0033,2
5578,COMP_GNP_0038,2
5578,COMP_GNP_0003,3
5578,COMP_GNP_0008,3
5578,COMP_GNP_0013,3
5578,COMP_GNP_0018,3
5578,COMP_GNP_0021,3
5578,COMP_GNP_0029,3
5578,COMP_GNP_0034,3
5578,COMP_GNP_0040,3
5578,COMP_GNP_0004,4
5578,COMP_GNP_0009,4
5578,COMP_GNP_0015,4
5578,COMP_GNP_0019,4
5578,COMP_GNP_0024,4
5578,COMP_GNP_0026,4
5578,COMP_GNP_0035,4
5578,COMP_GNP_0036,4
5578,COMP_GNP_0005,5
5578,COMP_GNP_0010,5
5578,COMP_GNP_0014,5
5578,COMP_GNP_0020,5
5578,COMP_GNP_0025,5
5578,COMP_GNP_0030,5
5578,COMP_GNP_0032,5
5578,COMP_GNP_0039,5
8322,COMP_GNP_0001,1
8322,COMP_GNP_0008,1
8322,COMP_GNP_0012,1
8322,COMP_GNP_0016,1
8322,COMP_GNP_0021,1
8322,COMP_GNP_0026,1
8322,COMP_GNP_0031,1
8322,COMP_GNP_0036,1
8322,COMP_GNP_0002,2
8322,COMP_GNP_0006,2
8322,COMP_GNP_0014,2
8322,COMP_GNP_0019,2
8322,COMP_GNP_0024,2
8322,COMP_GNP_0029,2
8322,COMP_GNP_0033,2
8322,COMP_GNP_0038,2
8322,COMP_GNP_0003,3
8322,COMP_GNP_0009,3
8322,COMP_GNP_0013,3
8322,COMP_GNP_0017,3
8322,COMP_GNP_0022,3
8322,COMP_GNP_0027,3
8322,COMP_GNP_0034,3
8322,COMP_GNP_0037,3
8322,COMP_GNP_0005,4
8322,COMP_GNP_0010,4
8322,COMP_GNP_0011,4
8322,COMP_GNP_0018,4
8322,COMP_GNP_0023,4
8322,COMP_GNP_0028,4
8322,COMP_GNP_0032,4
8322,COMP_GNP_0039,4
8322,COMP_GNP_0004,5
8322,COMP_GNP_0007,5
8322,COMP_GNP_0015,5
8322,COMP_GNP_0020,5
8322,COMP_GNP_0025,5
8322,COMP_GNP_0030,5
8322,COMP_GNP_0035,5
8322,COMP_GNP_0040,5
